query,label
SELECT * FROM staff_directory WHERE user_id LIKE '%a%' OR user_id LIKE '%e%' OR user_id LIKE '%i%' OR user_id LIKE '%o%' OR user_id LIKE '%u%';,anti_pattern_select_star
"SELECT users.*, pharmacy.*, MIN(event_actions.event_id) FROM event_actions INNER JOIN users ON event_actions.user_id = users.user_id INNER JOIN pharmacy ON event_actions.user_pharmacy_id = pharmacy.pharmacy_id WHERE pharmacy.pharmacy_id = 98765 GROUP BY users.user_id, pharmacy.pharmacy_id;",aggregation
"belong to a specific organization, and have an active status.,SELECT id, full_name FROM staff_directory WHERE official_user_id IS NOT NULL AND org_id = 123 AND is_active = 1;",conditional_select
SELECT DISTINCT TYPE FROM vocals,simple_select
SELECT * FROM pharmacies WHERE created_at > '2022-01-01' AND activated_by = 'Admin' ORDER BY created_at DESC LIMIT 50 OFFSET 10;,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE forms_id = 123;,anti_pattern_select_star
"SELECT directed_by ,  count(*) FROM film GROUP BY directed_by",aggregation
"SELECT DISTINCT T1.Fname FROM STUDENT AS T1 JOIN VOTING_RECORD AS T2 ON T1.StuID  =  T2.VICE_PRESIDENT_Vote EXCEPT SELECT DISTINCT Fname FROM STUDENT WHERE city_code  =  ""PIT""",simple_join
SELECT * FROM users WHERE roles_id = 'Role123' AND official_user_id = 'OU042';,anti_pattern_select_star
"SELECT apt_type_code ,  COUNT(*) FROM Apartments GROUP BY apt_type_code ORDER BY COUNT(*) ASC",aggregation
SELECT * FROM pharmacies WHERE activated_by = CURDATE(),anti_pattern_select_star
SELECT * FROM pharmacies WHERE activated_by = 123 AND date_created < '2023-01-01';,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE organization_id = 200 AND updated_at >= CURRENT_DATE - INTERVAL '30 days';,anti_pattern_select_star
SELECT * FROM event_actions WHERE user_id = '98765' AND user_pharmacy_id = '54321';,anti_pattern_select_star
SELECT * FROM events WHERE harmt <> 0 AND is_open = TRUE ORDER BY harmt DESC LIMIT 100;,anti_pattern_select_star
"SELECT count(*) ,  gender FROM artist GROUP BY gender",aggregation
SELECT Carrier FROM phone ORDER BY Price DESC LIMIT 1,simple_select
"SELECT forms_id, COUNT(*) AS count FROM event_staff_roles GROUP BY forms_id ORDER BY count DESC;",aggregation
SELECT * FROM users WHERE profiles_id = 'P045' OR type = 'Manager';,anti_pattern_select_star
"SELECT * FROM facility WHERE name LIKE 'M%' AND address2 LIKE '%suite%';""",anti_pattern_select_star
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND is_open = 1 AND created_by = 'your_user_id';,anti_pattern_select_star
SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000,simple_join
SELECT * FROM event_staff_roles WHERE role_name LIKE '%Legend%' AND order_value IN (SELECT number FROM primes_fibonacci ORDER BY number DESC) AND assigned_forms = (SELECT MAX(assigned_forms) FROM event_staff_roles) AND job_title LIKE '%Specialist%' AND recognized_expert = true;,anti_pattern_select_star
"SELECT T1.killed ,  T1.injured FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id WHERE T2.tonnage  =  't'",simple_join
SELECT * FROM events WHERE events_type_id = 1 AND is_open = 1 AND created_at >= NOW() - INTERVAL 90 DAY;,anti_pattern_select_star
"SELECT facility.name, COUNT(*) AS event_count FROM event JOIN facility ON event.facility_id = facility.id GROUP BY facility.name;",aggregation
SELECT * FROM facilities WHERE trial_ends_at > '2025-12-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"UPDATE event SET harm_level_id = 7 WHERE id = 123;""",conditional_select
"SELECT * FROM event_actions WHERE updated_by NOT IN ('Admin', 'Manager');",anti_pattern_select_star
SELECT * FROM users WHERE updated_at = CURDATE(),anti_pattern_select_star
"SELECT MIN(DATEDIFF(updated_at, created_at)) AS min_days_difference FROM hazards;",aggregation
"SELECT countries_id, COUNT(*) as organization_count FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 7 DAY) GROUP BY countries_id;",aggregation
SELECT * FROM event WHERE facility_id = 'ZZZ',anti_pattern_select_star
"SELECT u.*, r.*, p.* FROM users u JOIN roles r ON u.role_id = r.role_id JOIN profiles p ON u.profile_id = p.profile_id;",join_heavy
"SELECT TIME FROM elimination WHERE Eliminated_By  =  ""Punk"" OR Eliminated_By  =  ""Orton""",conditional_select
"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",simple_select
"SELECT T1.name ,  T1.team_id FROM team AS T1 JOIN salary AS T2 ON T1.team_id = T2.team_id GROUP BY T1.team_id ORDER BY avg(T2.salary) ASC LIMIT 1;",aggregation
"SELECT * FROM purchases WHERE purchase_date BETWEEN DATE_SUB(CURDATE(), INTERVAL 1 DAY) AND CURDATE();",anti_pattern_select_star
"SELECT user_id, profiles_id FROM users WHERE user_id = 'your_user_id' AND organization_id = 'your_organization_id';",conditional_select
"SELECT T2.City FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId WHERE T1.PostalCode  =  ""70174""",simple_join
"SELECT users.*, AVG(event_actions.event_id) FROM event_actions LEFT JOIN users ON event_actions.user_id = users.user_id GROUP BY users.user_id;",aggregation
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-07';,anti_pattern_select_star
SELECT * FROM event_actions WHERE events_id = '987' AND updated_by = 'John Smith';,anti_pattern_select_star
"SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE DEPT_NAME  =  ""Accounting""",aggregation
SELECT DISTINCT DATE(updated_at) AS date FROM formsettings_summarytools;,simple_select
"SELECT Police_force FROM county_public_safety WHERE LOCATION  =  ""East"" INTERSECT SELECT Police_force FROM county_public_safety WHERE LOCATION  =  ""West""",conditional_select
"SELECT company ,  main_industry FROM company WHERE company_id NOT IN (SELECT company_id FROM station_company)",nested_query
"SELECT name, description FROM assets WHERE pharmacies_id = 'your_pharmacy_id';",conditional_select
SELECT name FROM building ORDER BY height_feet DESC LIMIT 1,simple_select
SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),nested_query
SELECT prescribers_id FROM events;,simple_select
"SELECT u.*, s.* FROM users u JOIN staff_members s ON u.staff_id = s.staff_id;",simple_join
"SELECT user_id, event_type_id, MIN(created_at) FROM event GROUP BY user_id, event_type_id;",aggregation
SELECT count(*) FROM club,aggregation
SELECT * FROM event_staff_roles WHERE name LIKE '%A';,anti_pattern_select_star
SELECT * FROM users WHERE roles_id = <role_id> AND date_updated >= NOW() - INTERVAL 30 DAY;,anti_pattern_select_star
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-08';,anti_pattern_select_star
SELECT * FROM users WHERE active = 1 AND organization_id = 'your_organization_id' AND date_created > 'your_date';,anti_pattern_select_star
"SELECT description, event_type FROM event WHERE id = 18;",conditional_select
"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",join_heavy
SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';,aggregation
SELECT * FROM users WHERE roles_id = 'Role789' AND official_user_id = 'OU018';,anti_pattern_select_star
SELECT * FROM users WHERE active = 1;,anti_pattern_select_star
"SELECT customer_name ,  customer_id FROM customers WHERE customer_address LIKE ""%TN%""",conditional_select
SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',conditional_select
select avg(age) from student where stuid not in (select stuid from has_pet),aggregation
SELECT * FROM users WHERE profiles_id = 500 AND active = TRUE ORDER BY date_created DESC LIMIT 20 OFFSET 5;,anti_pattern_select_star
"SELECT date_arrived ,  date_departed FROM Dogs",simple_select
"SELECT forms_id, COUNT(*) AS count FROM event_staff_roles GROUP BY forms_id ORDER BY count DESC;",aggregation
"SELECT company ,  main_industry FROM company WHERE company_id NOT IN (SELECT company_id FROM station_company)",nested_query
SELECT * FROM pharmacies WHERE city = 'Los Angeles';,anti_pattern_select_star
"SELECT max(area_code) ,  min(area_code) FROM area_code_state",aggregation
SELECT * FROM hazards WHERE name = 'Chemical spill';,anti_pattern_select_star
"SELECT DISTINCT t3.name FROM authors AS t1 JOIN authorship AS t2 ON t1.authid  =  t2.authid JOIN inst AS t3 ON t2.instid  =  t3.instid WHERE t1.fname  =  ""Katsuhiro"" AND t1.lname  =  ""Ueno""",join_heavy
SELECT * FROM users WHERE profiles_id = 'P073' OR type = 'Manager';,anti_pattern_select_star
SELECT count(*) FROM Other_Available_Features,aggregation
SELECT * FROM orders WHERE order_date >= '2023-06-15 16:45:00' AND order_date <= '2023-06-15 21:45:00';,anti_pattern_select_star
SELECT * FROM events WHERE date_created >= CURRENT_DATE - INTERVAL '15 days';,anti_pattern_select_star
"SELECT T2.address_id ,  T1.zip_postcode FROM Addresses AS T1 JOIN Student_Addresses AS T2 ON T1.address_id  =  T2.address_id ORDER BY monthly_rental DESC LIMIT 1",simple_join
"SELECT *FROM ordersWHERE order_date >= DATEADD(MONTH, -2, GETDATE());",anti_pattern_select_star
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND prescriber_id IS NOT NULL ORDER BY event_id ASC;,anti_pattern_select_star
SELECT * FROM event WHERE harm_level_id = 'Unknown',anti_pattern_select_star
"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",join_heavy
SELECT organization_id FROM organizations EXCEPT SELECT parent_organization_id FROM organizations,simple_select
"SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID",simple_join
SELECT * FROM organizations WHERE trial_ends_at > CURRENT_DATE;,anti_pattern_select_star
SELECT * FROM users WHERE updated_at = CURRENT_TIMESTAMP,anti_pattern_select_star
SELECT * FROM events JOIN staff_directory ON events.users_id = staff_directory.id ORDER BY COUNT(events.id) DESC;,anti_pattern_select_star
"SELECT t3.headquartered_city FROM store AS t1 JOIN store_district AS t2 ON t1.store_id  =  t2.store_id JOIN district AS t3 ON t2.district_id  =  t3.district_id WHERE t1.store_name  =  ""Blackville""",join_heavy
"SELECT * FROM sensor_readings WHERE reading_date >= DATE_SUB(NOW(), INTERVAL 2 DAY);",anti_pattern_select_star
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 30 DAY) AND countries_id = <country_id> ORDER BY trial_ends_at;",anti_pattern_select_star
SELECT * FROM assets WHERE active = 1;,anti_pattern_select_star
"SELECT users., organizations. FROM users LEFT JOIN organizations ON users.organizations_id = organizations.id;",simple_join
"SELECT email_address ,  cell_number ,  home_phone FROM professionals",simple_select
"SELECT u.*, r.*, s.* FROM users u JOIN roles r ON u.role_id = r.role_id JOIN staff_members s ON u.staff_id = s.staff_id;",join_heavy
SELECT * FROM organizations;,anti_pattern_select_star
SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,aggregation
"SELECT country FROM customers WHERE first_name = ""Roberto"" AND last_name = ""Almeida"";",conditional_select
"SELECT * FROM formsettings_summarytools WHERE tools_id IN (500, 600);",anti_pattern_select_star
SELECT * FROM inventory WHERE quantity < 10;,anti_pattern_select_star
"SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French"" AND T2.IsOfficial  =  ""T""",join_heavy
SELECT hazards.* FROM hazards LEFT JOIN hazards_reported_by ON hazards.id = hazards_reported_by.hazard_id GROUP BY hazards.id HAVING COUNT(hazards_reported_by.id) >= 5;,aggregation
"SELECT DISTINCT breed_code ,  size_code FROM dogs",simple_select
"SELECT MAX(DATEDIFF(updated_at, created_at)) AS max_days_difference FROM hazards;",aggregation
SELECT * FROM facilities WHERE trial_ends_at > '2028-09-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"SELECT * FROM event_staff_roles WHERE is_default = true AND ""order"" IS NOT NULL;",anti_pattern_select_star
"SELECT city, COUNT(*) as organization_count FROM organizations WHERE created_at >= DATE_SUB(CURDATE(), INTERVAL 30 DAY) GROUP BY city;",aggregation
SELECT Name FROM HOST WHERE Host_ID NOT IN (SELECT Host_ID FROM party_host),nested_query
SELECT * FROM staff_directory LIMIT 155,anti_pattern_select_star
SELECT * FROM event_staff_roles WHERE order > 10;,anti_pattern_select_star
"SELECT billing_country ,  SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8;",aggregation
"SELECT * FROM customers WHERE registration_date BETWEEN DATE_SUB(CURDATE(), INTERVAL 2 MONTH) AND CURDATE();",anti_pattern_select_star
SELECT * FROM event_staff_roles ORDER BY name ASC;,anti_pattern_select_star
"SELECT * FROM invoices WHERE invoice_date BETWEEN DATE_SUB(CURDATE(), INTERVAL 3 DAY) AND CURDATE();",anti_pattern_select_star
SELECT count(*) FROM submission,aggregation
"SELECT T1.Marketing_Region_Name FROM Marketing_Regions AS T1 JOIN Stores AS T2 ON T1.Marketing_Region_Code  =  T2.Marketing_Region_Code WHERE T2.Store_Name  =  ""Rob Dinning""",simple_join
"SELECT count(DISTINCT T2.id) ,  count(DISTINCT T3.id) ,  T3.dept_name FROM department AS T1 JOIN student AS T2 ON T1.dept_name  =  T2.dept_name JOIN instructor AS T3 ON T1.dept_name  =  T3.dept_name GROUP BY T3.dept_name",aggregation
SELECT * FROM users WHERE profiles_id = 'P062' OR type = 'Manager';,anti_pattern_select_star
SELECT * FROM staff_directory LIMIT 140;,anti_pattern_select_star
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-26';,anti_pattern_select_star
"created by a specific pharmacy, and belong to a specific organization, ordered by their names in ascending order, and limited to 20 rows.,SELECT * FROM hazards WHERE LENGTH(description) < 50 AND pharmacies_id = 456 AND organizations_id = 789 ORDER BY name ASC LIMIT 20;",anti_pattern_select_star
SELECT name FROM swimmer ORDER BY meter_100,simple_select
"SELECT event_id, date_created FROM events WHERE created_by = 'your_user_id' AND date_created BETWEEN 'start_date' AND 'end_date';",conditional_select
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-02';,anti_pattern_select_star
SELECT * FROM facilities WHERE trial_ends_at > '2025-05-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"SELECT events.id, staff_directory.users_fullname FROM events JOIN staff_directory ON events.users_id = staff_directory.user_id WHERE events.harmt IS NOT NULL AND events.is_open = TRUE",simple_join
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 30 DAY,anti_pattern_select_star
SELECT count(*) FROM Movie WHERE YEAR  <  2000,aggregation
"SELECT SUM(total_amount) as revenue FROM sales WHERE sale_date >= DATE_SUB(NOW(), INTERVAL 24 HOUR);",aggregation
SELECT name FROM PersonFriend WHERE friend =  'Alice' AND YEAR  =  (SELECT min(YEAR) FROM PersonFriend WHERE friend =  'Alice'),aggregation
SELECT avg(access_count) FROM documents,aggregation
SELECT * FROM event WHERE facility_id = 1;,anti_pattern_select_star
"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T2.fname  =  ""Linda"" AND T2.lname  =  ""Smith""",simple_join
"SELECT creation ,  name ,  budget_in_billions FROM department",simple_select
SELECT * FROM staff_directory WHERE full_name = 'Jane Doe' OR locum_full_name = 'John Smith';,anti_pattern_select_star
SELECT AVG(price) AS average_price FROM products;,aggregation
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 14 DAY) AND city = 'London' ORDER BY created_at;",anti_pattern_select_star
"SELECT * FROM employees WHERE hire_date >= DATE_SUB(CURDATE(), INTERVAL 3 MONTH);",anti_pattern_select_star
SELECT DISTINCT pharmacies_id FROM staff_directory;,simple_select
"SELECT events.users_id, event_actions.date_created FROM events JOIN event_actions ON events.id = event_actions.events_id WHERE event_actions.date_created IS NOT NULL AND event_actions.date_done IS NOT NULL AND event_actions.date_created < event_actions.date_done",simple_join
SELECT title FROM albums;,simple_select
"SELECT T1.role_description ,  T2.staff_id FROM Staff_Roles AS T1 JOIN Project_Staff AS T2 ON T1.role_code  =  T2.role_code JOIN Project_outcomes AS T3 ON T2.project_id  =  T3.project_id GROUP BY T2.staff_id ORDER BY count(*) DESC LIMIT 1",aggregation
SELECT * FROM staff_directory ORDER BY id DESC LIMIT 190,anti_pattern_select_star
SELECT * FROM organizations WHERE created_at < '2023-01-01' AND trial_ends_at IS NULL;,anti_pattern_select_star
SELECT * FROM event_actions WHERE user_id != user_pharmacy_id AND action_date IN (SELECT date FROM holidays WHERE is_national_holiday = true);,anti_pattern_select_star
SELECT * FROM event WHERE harm_level_id = 'Unknown',anti_pattern_select_star
SELECT * FROM event WHERE description = 'Event 6',anti_pattern_select_star
"SELECT name ,  salary FROM Employee WHERE eid  =  242518965",conditional_select
SELECT * FROM pharmacies WHERE activated_by = CURRENT_TIMESTAMP,anti_pattern_select_star
SELECT * FROM users WHERE profiles_id = 'P069' OR type = 'Manager';,anti_pattern_select_star
"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",conditional_select
SELECT misuses_id FROM events;,simple_select
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT118';,anti_pattern_select_star
"SELECT * FROM transactions WHERE transaction_time BETWEEN CAST(CONCAT(DATE_SUB(CURDATE(), INTERVAL 1 DAY), ' 22:00:00') AS DATETIME) AND CAST(CONCAT(CURDATE(), ' 02:00:00') AS DATETIME);",anti_pattern_select_star
SELECT store_id FROM inventory GROUP BY store_id ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT * FROM event WHERE facility_id = 'FFF',anti_pattern_select_star
SELECT Fname FROM STUDENT WHERE Age  >  22,conditional_select
"SELECT harm_level_id, COUNT(*) AS event_count FROM event GROUP BY harm_level_id;",aggregation
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND is_open = 1 AND created_by = 'your_user_id';,anti_pattern_select_star
"SELECT T2.Date_of_Birth FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor  =  ""Simon Woodroffe"" OR T1.Investor  =  ""Peter Jones""",simple_join
SELECT * FROM organizations WHERE address LIKE '%Avenue%' AND trial_ends_at > CURDATE();,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT198' OR asset_type_id = 'AT199';,anti_pattern_select_star
SELECT count(*) FROM ROLES,aggregation
"SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Country  =  ""China"" OR T2.Country  =  ""Japan""",simple_join
"SELECT users.profiles_id, assets.active FROM users JOIN assets ON users.official_user_id = assets.serial_number WHERE assets.active = FALSE",simple_join
"SELECT forms_id, COUNT(*) AS count FROM event_staff_roles GROUP BY forms_id;",aggregation
"SELECT count(*) FROM vocals AS T1 JOIN songs AS T2 ON T1.songid  =  T2.songid WHERE title  =  ""Demon Kitty Rag""",aggregation
"SELECT guest_first_name ,  guest_last_name FROM Guests",simple_select
SELECT COUNT(*) FROM event;,aggregation
SELECT count(DISTINCT country_code) FROM players,aggregation
SELECT reporters_id FROM events;,simple_select
SELECT Fname FROM Student WHERE Major  =  600,conditional_select
"SELECT name, description FROM assets WHERE asset_type_id = 'your_asset_type_id' AND pharmacies_id = 'your_pharmacy_id';",conditional_select
SELECT CLASS FROM race GROUP BY CLASS ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT * FROM pharmacies WHERE enabled_pharmacies = disabled_pharmacies AND pharmacy_city REGEXP '([a-zA-Z]+)\1' AND pharmacy_award = 'Pharmacy of the Year' AND drive_through_service = true AND home_delivery_service = true AND customer_support_hotline = '24/7' AND community_outreach_programs = true;,anti_pattern_select_star
"SELECT name, trial_end_date FROM organizations ORDER BY trial_end_date ASC;",simple_select
SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T2.dept_name  =  'Accounting' OR T2.dept_name  =  'Biology',aggregation
SELECT * FROM staff_directory WHERE is_active = true;,anti_pattern_select_star
SELECT * FROM hazards WHERE description LIKE '%environment%' AND created_at < '2023-02-15';,anti_pattern_select_star
"SELECT * FROM organizations WHERE trial_ends_at IN ('2023-12-31', '2024-01-31');",anti_pattern_select_star
"created in the last 3 months, and belong to a specific pharmacy.,SELECT * FROM hazards WHERE description LIKE '%danger%' AND created_at >= NOW() - INTERVAL '3 months' AND pharmacies_id = 789;",anti_pattern_select_star
"SELECT official_user_id, locum_full_name FROM staff_directory WHERE locum_full_name IS NOT NULL;",conditional_select
"SELECT title FROM Movie WHERE YEAR  >  (SELECT max(YEAR) FROM Movie WHERE director  =  ""Steven Spielberg"")",aggregation
"SELECT building ,  room_number FROM classroom WHERE capacity BETWEEN 50 AND 100",conditional_select
"SELECT first_name ,  last_name FROM Customers WHERE amount_outstanding BETWEEN 1000 AND 3000;",conditional_select
SELECT * FROM assets WHERE pharmacies_id = 'Pharma42' OR pharmacies_id = 'Pharma43';,anti_pattern_select_star
"SELECT * FROM hazards WHERE updated_at >= DATE_SUB(CURDATE(), INTERVAL 6 MONTH);",anti_pattern_select_star
"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'",simple_join
"SELECT * FROM products WHERE description LIKE '%organic%' AND price < 20;""",anti_pattern_select_star
SELECT * FROM users WHERE date_updated >= NOW() - INTERVAL 1 DAY;,anti_pattern_select_star
SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1,simple_select
"SELECT * FROM event WHERE harm_level_id IN ('Mild', 'Moderate');",anti_pattern_select_star
SELECT cName FROM college WHERE enr  >  (SELECT max(enr) FROM college WHERE state  =  'FL'),aggregation
"SELECT T2.Fname ,  T2.Lname FROM MINOR_IN AS T1 JOIN STUDENT AS T2 ON T1.StuID  =  T2.StuID WHERE T1.DNO  =  140",simple_join
"SELECT events.id, events.name, organizations.name, (COUNT(DISTINCT users.id) / COUNT(organizations.id)) * 100 AS percentage_of_users FROM events LEFT JOIN events_users ON events.id = events_users.event_id LEFT JOIN users ON events_users.user_id = users.id LEFT JOIN organizations ON users.organizations_id = organizations.id WHERE events.date >= '2022-01-01' GROUP BY events.id, organizations.name HAVING COUNT(DISTINCT users.id) >= 50 ORDER BY percentage_of_users DESC LIMIT 10;",aggregation
SELECT * FROM formsettings_summarytools WHERE organization_id = '543' AND updated_by = 'Jane Doe';,anti_pattern_select_star
"SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",conditional_select
SELECT * FROM assets WHERE pharmacies_id = 'Pharma118' OR pharmacies_id = 'Pharma119';,anti_pattern_select_star
SELECT * FROM event WHERE facility_id = 'NN',anti_pattern_select_star
"SELECT T1.Service_Type_Description , T1.Service_Type_Code FROM Ref_Service_Types AS T1 JOIN Services AS T2 ON T1.Service_Type_Code  =  T2.Service_Type_Code GROUP BY T1.Service_Type_Code ORDER BY COUNT(*) DESC LIMIT 1",aggregation
"SELECT sum(Rating_in_percent) ,  OWNER FROM channel GROUP BY OWNER",aggregation
"SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2",aggregation
SELECT * FROM staff_directory ORDER BY COUNT(events_id) DESC LIMIT 1;,anti_pattern_select_star
"SELECT name, description FROM assets WHERE asset_type_id = 'your_asset_type_id' AND pharmacies_id = 'your_pharmacy_id';",conditional_select
"SELECT post_id, YEAR(like_date) AS like_year, MONTH(like_date) AS like_month, COUNT(*) AS like_count FROM likes GROUP BY post_id, YEAR(like_date), MONTH(like_date);",aggregation
SELECT Aircraft FROM aircraft WHERE Aircraft_ID NOT IN (SELECT Winning_Aircraft FROM MATCH),nested_query
SELECT * FROM staff_directory WHERE employee_id REGEXP '(.+)\1';,anti_pattern_select_star
"SELECT * FROM shipments WHERE shipment_date BETWEEN DATE_SUB(CURDATE(), INTERVAL 1 MONTH) AND CURDATE();",anti_pattern_select_star
SELECT * FROM hazards WHERE description LIKE '%safety%' AND created_at > '2023-03-01';,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE facility_id = 789;,anti_pattern_select_star
"SELECT date_created, COUNT(*) AS total_actions FROM event_actions GROUP BY date_created;",aggregation
"SELECT T1.Committee FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T2.Party  =  ""Democratic""",simple_join
"SELECT events.id, staff_directory.users_fullname FROM events JOIN staff_directory ON events.users_id = staff_directory.user_id WHERE events.harmt IS NULL AND events.is_open = FALSE",simple_join
SELECT * FROM assets WHERE asset_type_id = 'AT198' OR asset_type_id = 'AT199';,anti_pattern_select_star
"SELECT T1.club_id ,  T1.gold FROM match_result AS T1 JOIN coach AS T2 ON T1.club_id  =  T2.club_id GROUP BY T1.club_id ORDER BY count(*) DESC LIMIT 1",aggregation
SELECT role_code FROM Employees GROUP BY role_code ORDER BY count(*) ASC LIMIT 1,aggregation
SELECT * FROM event_actions WHERE user_id = 123 AND action_date BETWEEN '2023-07-01' AND '2023-07-31';,anti_pattern_select_star
"SELECT forms_id, COUNT(*) AS count FROM event_staff_roles GROUP BY forms_id;",aggregation
"SELECT action_date, updated_by FROM event_actions WHERE action_date > CURRENT_DATE AND updated_by NOT IN ('Admin', 'Manager') ORDER BY action_date DESC LIMIT 100 OFFSET 20;",conditional_select
SELECT * FROM organizations WHERE trial_ends_at > CURDATE();,anti_pattern_select_star
SELECT * FROM organizations WHERE (name LIKE 'A%' OR name LIKE 'B%') AND city IN (SELECT city FROM organizations GROUP BY city HAVING COUNT(*) > 3);,anti_pattern_select_star
SELECT count(*) FROM course WHERE course_id NOT IN (SELECT course_id FROM prereq),aggregation
SELECT dept_store_chain_id FROM department_stores GROUP BY dept_store_chain_id ORDER BY count(*) DESC LIMIT 2,aggregation
SELECT * FROM events JOIN staff_directory ON events.users_id = staff_directory.id ORDER BY COUNT(event_actions_id) DESC LIMIT 1;,anti_pattern_select_star
SELECT * FROM organizations WHERE updated_at = '2023-02-02';,anti_pattern_select_star
SELECT * FROM users WHERE roles_id = 'Role678' AND official_user_id = 'OU056';,anti_pattern_select_star
SELECT DISTINCT tools_id FROM formsettings_summarytools;,simple_select
SELECT count(*) FROM pets WHERE weight  >  10,aggregation
"SELECT * FROM formsettings_summarytools WHERE tools_id IN (500, 600) AND facility_id NOT IN (100, 200);",anti_pattern_select_star
"SELECT * FROM formsettings_summarytools WHERE forms_id = 123 AND pharmacies_id IN (123, 456);",anti_pattern_select_star
SELECT * FROM staff_directory WHERE official_user_id = 'OU076' OR employee_id = 'E0123';,anti_pattern_select_star
SELECT YEAR FROM degrees GROUP BY YEAR ORDER BY sum(degrees) DESC LIMIT 1,aggregation
SELECT * FROM pharmacies WHERE date_disabled IS NULL;,anti_pattern_select_star
